,label,processed_study,processed_condition
11817,1,etoposid etoposide,paty pri malign exceiv adequ tre bas cel carcinom squam cel carcinom skin cerv cant situ cant paty diseas fre fiv year gre unless approv protocol chair co chair patients prior malignancies except adequately treat basal cell carcinoma squamous cell carcinoma skin cervical cancer situ cancer patient disease free five years greater unless approve protocol chair co chair
11818,1,paclitaxel paclitaxel,stag iv squam cel carcinom larynx diagnos sint zidovudin stavudin pot sev hematolog tox pot overlap tox study therapy tre ag disallow stage iv squamous cell carcinoma larynx diagnosis since zidovudine stavudine potential severe hematological toxicity potentially overlap toxicities study therapy treatment agents disallow
11819,0,levoleucovorin levoleucovorin,colorect cant diagnos diseas charact colorectal cancer diagnosis disease characteristics
11820,1,etoposid phosph etoposide phosphate,extend stag smal cel lung cant diagnos hist anoth act malign extensive stage small cell lung cancer diagnosis history another active malignancy
11821,1,adct402 adct402,lymphom mantl cel diagnos fail recov acut non hematolog tox exceiv alopec due prevy therapy pri screening lymphoma mantle cell diagnosis failure recover acute non hematologic toxicity except alopecia due previous therapy prior screen
11822,1,cytarabin cytarabine,mantl cel lymphom diagnos fem subject pregn breast fee pregn test mand premenopaus wom mantle cell lymphoma diagnosis female subject pregnant breast feed pregnancy test mandatory premenopausal women
11823,0,fludarabin phosph fludarabine phosphate,stag iv mantl cel lymphom diagnos paty don pairs_homozyg mismatch allel graft rejection_vector consid two allel mismatch paty on hundr on don two hundr on typ mismatch allow stage iv mantle cell lymphoma diagnosis patient donor pairs_homozygous mismatch allele graft rejection_vector consider two allele mismatch patient one hundred one donor two hundred one type mismatch allow
11824,0,carboplatin carboplatin,stag iv verruc carcinom larynx diagnos eastern coop oncolog group ecog perform stat equal_than less_than two karnofsky greater_than equal_than fifty stage iv verrucous carcinoma larynx diagnosis eastern cooperative oncology group ecog performance status equal_than less_than two karnofsky greater_than equal_than fifty
11825,1,short wb fract boost shorter wb fractionation boost,carcinom duc breast diagnos wom pregn lact carcinoma ductal breast diagnosis women pregnant lactate
11826,1,sirolim sirolimus,gliom diagnos paty act blee diathes or ant vitamin med exceiv low dos coumarin glioma diagnosis patients active bleed diathesis oral anti vitamin medication except low dose coumarin
11827,0,abirateron acet abiraterone acetate,chemotherapy prost cant regim contain paclitaxel docetaxel chemotherapy prostate cancer regimen contain paclitaxel docetaxel
11828,1,man therapy comply management therapy complications,recur smal lymphocys lymphom diagnos osteopen osteoporos scor equal_than less_than recurrent small lymphocytic lymphoma diagnosis osteopenia osteoporosis score equal_than less_than
11829,0,gemcitabin gemcitabine,extrahep bil duc cant diagnos rep scan nee neg scan perform within thirtyf day pri random extrahepatic bile duct cancer diagnosis repeat scan need negative scan perform within thirtyfive days prior randomization
11830,0,paclitaxel paclitaxel,ihc must perform ihc stain result must ind scor on posit situ hybrid ish test requir two posit ish must also perform must ind tum hertwo low describ ihc must perform ihc stain result must indicate score one positive situ hybridization ish test require two positive ish must also perform must indicate tumor hertwo low describe
11831,1,ifosfamid ifosfamide,malign triton tum diagnos not malignant triton tumor diagnosis note
11832,0,cediranib cediranib,recur colon carcinom diagnos hemoglobin greater_than equal_than nin l greater_than equal_than nin dl recurrent colon carcinoma diagnosis hemoglobin greater_than equal_than ninety l greater_than equal_than nine dl
11833,0,magnet reson im magnetic resonance image,breast cant diagnos pri concur therapy breast cancer diagnosis prior concurrent therapy
11834,0,tamox tamoxifen,breast cant diagnos adequ ren funct defin creatinin less doc mg dl breast cancer diagnosis adequate renal function define creatinine less doc mg dl
11835,0,cytarabin cytarabine,recur child lymphoblast lymphom diagnos creatinin clear gfr least sixty ml min doc threemtwo recurrent childhood lymphoblastic lymphoma diagnosis creatinine clearance gfr least sixty ml min doc threemtwo
11836,1,cyclosporin cyclosporine,recur adult burkit lymphom diagnos cur cent nerv system cns involv diseas recurrent adult burkitt lymphoma diagnosis current central nervous system cns involvement disease
11837,0,prednison prednisone,recur prost cant diagnos hist mobitz ii second degr third degr heart block without perm pacemak plac recurrent prostate cancer diagnosis history mobitz ii second degree third degree heart block without permanent pacemaker place
11838,1,everolim everolimus,adv solid tum diagnos stabl dos corticosteroid least two week advance solid tumors diagnosis stable dose corticosteroids least two weeks
11839,0,rady therapy radiation therapy,endomet cant diagnos perform stat endometrial cancer diagnosis performance status
11840,0,paclitaxel paclitaxel,squam cel carcinom head neck diagnos eighteen year squamous cell carcinoma head neck diagnosis eighteen years
11841,0,dexamethason 21phosphate dexamethasone 21phosphate,pri loc radiotherapy loc myelom progress allow prior local radiotherapy local myeloma progression allow
11842,0,immunoglobulin immunoglobulins,diffus adenocarcinom stomach diagnos concur chronic dai aspirin greater_than three hundr twentyf mg day diffuse adenocarcinoma stomach diagnosis concurrent chronic daily aspirin greater_than three hundred twentyfive mg day
11843,0,etoposid phosph etoposide phosphate,cent nerv system tum diagnos three twentyon perform stat central nervous system tumors diagnosis three twentyone performance status
11844,0,cyclosporin cyclosporins,recur hodgkin lymphom diagnos myelodysplas mds myeloprol syndrom mps recurrent hodgkin lymphoma diagnosis myelodysplasia mds myeloproliferative syndrome mps
11845,0,obinutuzumab obinutuzumab,pri therapy inhibit bruton tyrosin kinas btk spleen tyrosin kinas syk phosphatidylinositol three kinas pithreek cel lymphom two bcl two obinutuzumab prior therapy inhibitor bruton tyrosine kinase btk spleen tyrosine kinase syk phosphatidylinositol three kinase pithreek cell lymphoma two bcl two obinutuzumab
11846,1,sirolim sirolimus,non clear cel ren cel carcinom nccrcc diagnos sperm don allow study period twentyeight day study drug discontinu non clear cell renal cell carcinoma nccrcc diagnosis sperm donation allow study period twentyeight days study drug discontinuation
11847,1,tacrolim tacrolimus,stag iv mantl cel lymphom diagnos fertil men wom unwil us contraceiv techn twelv month follow tre stage iv mantle cell lymphoma diagnosis fertile men women unwilling use contraceptive techniques twelve months follow treatment
11848,1,cyclophosphamid cyclophosphamide,stag iv adult immunoblast larg cel lymphom diagnos wom childbear pot pregn bet hcg posit breast fee stage iv adult immunoblastic large cell lymphoma diagnosis women childbearing potential pregnant beta hcg positive breast feed
11849,1,fludarabin fludarabine,recur adult diffus smal cleav cel lymphom diagnos known allergy filgrastim csf recurrent adult diffuse small cleave cell lymphoma diagnosis know allergy filgrastim csf
11850,1,ramucirumab ramucirumab,symptom uncontrol brain metastas spin cord compress leptom diseas requir concur tre symptomatic uncontrolled brain metastases spinal cord compression leptomeningeal disease require concurrent treatment
11851,1,dasatinib dasatinib,unspec adult solid tum protocol spec diagnos prolong qtc interv pre entry electrocardiogram greater_than four hundr fifty msec unspecified adult solid tumor protocol specific diagnosis prolong qtc interval pre entry electrocardiogram greater_than four hundred fifty msec
11852,0,ifosfamid ifosfamide,recur adult grad ii lymphomatoid granulomatos diagnos paty must inform investig nat study giv writ cons accord institut fed guidelin recurrent adult grade iii lymphomatoid granulomatosis diagnosis patients must inform investigational nature study give write consent accordance institutional federal guidelines
11853,1,interleukin2 interleukin2,docu child pugh scor hepatocellul carcinom paty known und liv dysfunct document child pugh score hepatocellular carcinoma patients know underlie liver dysfunction
11854,1,cyclophosphamid cyclophosphamide,nod margin zon cel lymphom diagnos pot don psycholog physiolog med reason tol admin csf apheres nodal marginal zone cell lymphoma diagnosis potential donors psychological physiological medical reason tolerate administration csf apheresis
11855,1,docetaxel docetaxel,recur squam cel carcinom paranas sin nas cav diagnos evid hist blee diathes coagulopathy recurrent squamous cell carcinoma paranasal sinus nasal cavity diagnosis evidence history bleed diathesis coagulopathy
11856,0,cyclophosphamid cyclophosphamide,lymphom diagnos paty hematolog oncolog diagnos allog hsct thought benef front lin therapy already apply lymphoma diagnosis patient hematologic oncologic diagnosis allogeneic hsct think beneficial front line therapy already apply
11857,0,gsk1363089 foretinib gsk1363089 foretinib,neoplasm head neck diagnos subject meas diseas defin least on les acc meas least on dimend longest diamet record equal_than twenty mm conv techn equal_than ten mm spir comput tomograph ct scan neoplasms head neck diagnosis subject measurable disease define least one lesion accurately measure least one dimension longest diameter record equal_than twenty mm conventional techniques equal_than ten mm spiral computerize tomography ct scan
11858,1,rituximab rituximab,stag adult diffus larg cel lymphom diagnos cur malign stage adult diffuse large cell lymphoma diagnosis current malignancy
11859,0,oxaliplatin oxaliplatin,prim periton cav cant diagnos creatinin less_than doc mg dl creatinin clear greater_than sixty ml min primary peritoneal cavity cancer diagnosis creatinine less_than doc mg dl creatinine clearance greater_than sixty ml min
11860,1,gvhd prophylax gvhd prophylaxis,precurs cel lymphoblast leukem lymphom diagnos autolog hematopoiet stem cel transpl three month study entry precursor cell lymphoblastic leukemia lymphoma diagnosis autologous hematopoietic stem cell transplant three months study entry
11861,0,cisplatin cisplatin,unt metast squam neck cant occult prim diagnos abl understand wil sign writ inform cons docu untreated metastatic squamous neck cancer occult primary diagnosis ability understand willingness sign write inform consent document
11862,0,cisplatin cisplatin,stag iv endomet carcinom diagnos urin protein stage iv endometrial carcinoma diagnosis urine protein
11863,1,high perform liquid chromatography high performance liquid chromatography,adult prim liv cant diagnos pregn wom exclud study ser pregn must perform neg wom child bear pot within two week pri enrol unknown pot risk advers ev nurs inf second tre moth breastfee discontinu moth tre adult primary liver cancer diagnosis pregnant women exclude study serum pregnancy must perform negative women child bear potential within two weeks prior enrollment unknown potential risk adverse events nurse infants secondary treatment mother breastfeed discontinue mother treat
11864,1,rituximab rituximab,diffus larg cel lymphom diagnos uncontrol hypertend diffuse large cell lymphoma diagnosis uncontrolled hypertension
11865,1,everolim everolimus,adult mix gliom diagnos paty must receiv pri therapy cci sev hundr seventynin temsirolim os sev hundr seventyfo erlotinib mtor epiderm grow fact receiv inhibit adult mix glioma diagnosis patients must receive prior therapy cci seven hundred seventynine temsirolimus osi seven hundred seventyfour erlotinib mtor epidermal growth factor receptor inhibitors
11866,1,carboplatin carboplatin,act infect ser calc within institut norm rang hist hypercalcem pri malign nasopharyng carcinom allow concur malign pregn lact fertil paty must us effect contraceiv active infections serum calcium within institutional normal range history hypercalcemia prior malignancy nasopharyngeal carcinoma allow concurrent malignancy pregnant lactate fertile patients must use effective contraception
11867,0,vorinost vorinostat,stag iv adult lymphoblast lymphom diagnos paty unst unt non irrady brain metastas exclud stage iv adult lymphoblastic lymphoma diagnosis patients unstable untreated non irradiate brain metastases exclude
11868,0,interferon interferons,intraocul melanom diagnos bidimend meas evalu diseas intraocular melanoma diagnosis bidimensionally measurable evaluable disease
11869,0,fosaprepit fosaprepitant,hematopoiet lymphoid cant diagnos sev cognit comprom hematopoietic lymphoid cancer diagnosis severe cognitive compromise
11870,0,antibody antibodies,melanom diagnos paty known liv metastas alt ast less_than equal_than fiv uln allow melanoma diagnosis patient know liver metastases alt ast less_than equal_than five uln allow
11871,0,antibody antibodies,recur adult immunoblast larg cel lymphom diagnos pri grad three four acut graft vs host diseas recurrent adult immunoblastic large cell lymphoma diagnosis prior grade three four acute graft vs host disease
11872,0,bevacizumab bevacizumab,recur child smal noncleav cel lymphom diagnos ast sgot alt sgpt equal_than less_than doc institut up limit norm paty liv involv allow equal_than less_than doc institut up norm limit recurrent childhood small noncleaved cell lymphoma diagnosis ast sgot alt sgpt equal_than less_than doc institutional upper limit normal patients liver involvement allow equal_than less_than doc institutional upper normal limit
11873,0,gammasecretas inhibit ro4929097 gammasecretase inhibitor ro4929097,recur prim periton carcinom diagnos ecog perform stat equal_than less_than two karnofsky greater_than equal_than sixty recurrent primary peritoneal carcinoma diagnosis ecog performance status equal_than less_than two karnofsky greater_than equal_than sixty
11874,1,albuminbound paclitaxel albuminbound paclitaxel,breast cant diagnos paty unt act brain metastas breast cancer diagnosis patients untreated active brain metastases
11875,0,vaccin vaccines,multipl myelom diagnos ag greater_than eighteen year tim sign inform cons form multiple myeloma diagnosis age greater_than eighteen years time sign inform consent form
11876,0,amb surgery ambulatory surgery,ear breast cant diagnos clin nod neg early breast cancer diagnosis clinically node negative
11877,1,rituximab rituximab,recur grad on follicul lymphom diagnos known ham hac hum ant mous ant chim antibody recurrent grade one follicular lymphoma diagnosis know hama haca human anti mouse anti chimeric antibodies
11878,1,exemest exemestane,metast er posit neg breast cant diagnos pot paty must tak anastrozol letrozol fulvest chemotherapy least two week bevacizumab least three week random metastatic er positive negative breast cancer diagnosis potential patients must take anastrozole letrozole fulvestrant chemotherapy least two weeks bevacizumab least three weeks randomization
11879,0,everolim everolimus,histolog confirm invas mam carcinom histologically confirm invasive mammary carcinoma
11880,1,surgery nee paty tum stag surgery need patients tumor stage,sarcom diagnos tox liv medull ren insufficy adv particip sarcoma diagnosis toxicity liver medullar renal insufficiency advise participation
11881,0,cortison cortisone,lymphoblast lymphom diagnos per good clin pract tox rel pri therapy opin investig would pot wors da_epoch posit lymphoblastic lymphoma diagnosis per good clinical practice toxicity relate prior therapies opinion investigator would potentially worsen da_epoch positive
11882,0,topotec topotecan,ov seromucin carcinom diagnos creatinin equal_than less_than doc uln ovarian seromucinous carcinoma diagnosis creatinine equal_than less_than doc uln
11883,1,cyclosporin cyclosporins,noncontigu stag ii grad two follicul lymphom diagnos diffus capac carbon monoxid dlco less_than thirtyf tot lung capac tlc less_than thirtyf forc expir volum on second fevon less_than thirtyf receiv suppl continu oxyg noncontiguous stage ii grade two follicular lymphoma diagnosis diffusion capacity carbon monoxide dlco less_than thirtyfive total lung capacity tlc less_than thirtyfive force expiratory volume one second fevone less_than thirtyfive receive supplementary continuous oxygen
11884,1,vincristin vincristine,burkit lymphom diagnos paty undergon allog stem cel org transpl tim burkitt lymphoma diagnosis patients undergo allogeneic stem cell organ transplantation time
11885,1,temozolomid temozolomide,gliosarcom diagnos hist myocard infarct unst angin within six month pri study enrol gliosarcoma diagnosis history myocardial infarction unstable angina within six months prior study enrollment
11886,1,gossypol gossypol,noncontigu stag ii adult immunoblast larg cel lymphom diagnos concur tre investig ag investig ag us study tre within four week study entry investig ag dev noncontiguous stage ii adult immunoblastic large cell lymphoma diagnosis concurrent treatment investigational agent investigational agent use study treatment within four weeks study entry investigational agent device
11887,0,fludarabin phosph fludarabine phosphate,contigu stag ii grad three follicul lymphom diagnos acut myeloid leukem aml contiguous stage ii grade three follicular lymphoma diagnosis acute myeloid leukemia aml
11888,0,docetaxel docetaxel,non smal cel lung cant diagnos eastern coop oncolog group ecog perform stat zero on non small cell lung cancer diagnosis eastern cooperative oncology group ecog performance status zero one
11889,1,prednison prednisone,hormon refract prost cant diagnos clin evid brain leptom metastas hormone refractory prostate cancer diagnosis clinical evidence brain leptomeningeal metastases
11890,1,flow cytometry flow cytometry,john wort pc_spes herb remedy tak purpos tre prost cant may giv protocol tre paty allow receiv neoadjuv adjuv chemotherapy complet least six month pri reg protocol john wort pc_spes herbal remedy take purpose treat prostate cancer may give protocol treatment patients allow receive neoadjuvant adjuvant chemotherapy complete least six months prior registration protocol
11891,1,albuminbound paclitaxel albuminbound paclitaxel,squam cel lung carcinom diagnos end stag ren diseas ie dialys dialys recommend squamous cell lung carcinoma diagnosis end stage renal disease ie dialysis dialysis recommend
11892,0,rady therapy radiation therapy,lung cant diagnos complet respons part respons stabl diseas definit locoreg therapy surgery rady therapy without chemotherapy chemotherapy alon constitut definit therapy lung cancer diagnosis complete response partial response stable disease definitive locoregional therapy surgery radiation therapy without chemotherapy chemotherapy alone constitute definitive therapy
11893,0,liposom doxorubicin liposomal doxorubicin,metast cant diagnos see diseas charact metastatic cancer diagnosis see disease characteristics
11894,1,etoposid etoposide,recur adult cel leukem lymphom diagnos evid act cent nerv system cns involv recurrent adult cell leukemia lymphoma diagnosis evidence active central nervous system cns involvement
11895,1,bortezomib bortezomib,stag ii smal lymphocys lymphom diagnos sery med psychy il lik interf particip clin study stage iii small lymphocytic lymphoma diagnosis serious medical psychiatric illness likely interfere participation clinical study
11896,1,methylprednisolon methylprednisolone,prost cant diagnos uncontrol hypertend systol blood press gre eq on hundr sixty millimet mercury diastol blood press gre eq ninetyf millimet mercury prostate cancer diagnosis uncontrolled hypertension systolic blood pressure greater equal one hundred sixty millimeter mercury diastolic blood pressure greater equal ninetyfive millimeter mercury
11897,0,fluorouracil fluorouracil,gastroesoph cant diagnos known allergy study drug gastroesophageal cancer diagnosis know allergy study drug
11898,0,dexamethason acet dexamethasone acetate,adult nas typ extranod nk cel lymphom diagnos ser creatinin less doc tim up limit norm creatinin clear gre fifty ml per minut adult nasal type extranodal nk cell lymphoma diagnosis serum creatinine less doc time upper limit normal creatinine clearance greater fifty ml per minute
11899,1,proton radiotherapy proton radiotherapy,carcinom hepatocellul diagnos ongo med sign act infect carcinoma hepatocellular diagnosis ongoing medically significant active infection
11900,1,hormon hormones,metast breast cant diagnos undergon maj surgery within past twentyon day maj surgery perform greater_than twentyon day pri screening wound remain unh metastatic breast cancer diagnosis undergo major surgery within past twentyone days major surgery perform greater_than twentyone days prior screen wind remain unhealed
11901,0,cisplatin cisplatin,urethr cant diagnos chemotherapy urethral cancer diagnosis chemotherapy
11902,1,fluorouracil fluorouracil,ren cel carcinom diagnos paty requir non study corticosteroid reason exclud renal cell carcinoma diagnosis patients require non study corticosteroids reason exclude
11903,1,veliparib veliparib,breast cant diagnos hist immedy delay hypersensit react contraind contrast ag includ limit gadolin iodin breast cancer diagnosis history immediate delay hypersensitivity reaction contraindication contrast agents include limit gadolinium iodine
11904,1,albuminbound paclitaxel albuminbound paclitaxel,ov cant diagnos paty requir drain gastrostom peg tub par hydr nutrit elig ovarian cancer diagnosis patients require drainage gastrostomy peg tube parenteral hydration nutrition eligible
11905,0,calc diet calcium dietary,recur malign extragonad germ cel tum diagnos pri alvocidib recurrent malignant extragonadal germ cell tumor diagnosis prior alvocidib
11906,1,immunoglobulin immunoglobulins,stag ivc verruc carcinom or cav diagnos investig therapy within four week study entry stage ivc verrucous carcinoma oral cavity diagnosis investigational therapy within four weeks study entry
11907,0,gossypol acet acid gossypol acetic acid,stag adult lymphoblast lymphom diagnos tot bilirubin within norm institut limit stage adult lymphoblastic lymphoma diagnosis total bilirubin within normal institutional limit
11908,1,antibody antibodies,angioimmunoblast cel lymphom diagnos in understand giv inform cons angioimmunoblastic cell lymphoma diagnosis inability understand give inform consent
11909,1,lde225 lde225,hepatocellul carcinom diagnos wom child bear pot must us high effect contraceiv study six month fin dos study tre hepatocellular carcinoma diagnosis women child bear potential must use highly effective contraception study six months final dose study treatment
11910,1,pemetrex pemetrexed,cant diagnos french subject particip study us investig study tre prevy thirty day cancer diagnosis french subject participate study use investigational study treatment previous thirty days
11911,1,leucovorin leucovorin,stag ivb colorect cant diagnos hist sev ant egfr tox requir drug discontinu dos mod within first four month pri ant egfr therapy stage ivb colorectal cancer diagnosis history severe anti egfr toxicity require drug discontinuation dose modification within first four months prior anti egfr therapy
11912,0,erlotinib hydrochlorid erlotinib hydrochloride,cant tre fiv year ago paty remain diseas fre cancer treat five years ago patient remain disease free
11913,0,immunoglobulin immunoglobulins,recur smal lymphocys lymphom diagnos paty must docu cel lymphocytos greater_than fiv ten nin point sint init diagnos cll recurrent small lymphocytic lymphoma diagnosis patients must document cell lymphocytosis greater_than five ten nine point since initial diagnosis cll
11914,0,antibody monoclon antibodies monoclonal,recur lymphoepitheliom oropharynx diagnos art thromboembolic ev within past six month includ follow recurrent lymphoepithelioma oropharynx diagnosis arterial thromboembolic event within past six months include follow
11915,0,dexamethason 21phosphate dexamethasone 21phosphate,malign neoplasm diagnos paty must wil particip dai diary entry fiv day follow chemotherapy agr fiv minut follow cal day two three day fiv six sev malignant neoplasm diagnosis patients must will participate daily diary entries five days follow chemotherapy agree five minute follow call day two three day five six seven
11916,0,paclitaxel paclitaxel,ov mucin cystadenocarcinom diagnos clin symptom sign gastrointestin obstruct requir par hydr nutrit apply part ovarian mucinous cystadenocarcinoma diagnosis clinical symptoms sign gastrointestinal obstruction require parenteral hydration nutrition apply part
11917,1,azd3514 azd3514,prost cant diagnos refract nause vomit chronic gastrointestin diseas in swallow form produc prevy sign bowel resect would preclud adequ absorb azdthr thousand fiv hundr fourteen prostate cancer diagnosis refractory nausea vomit chronic gastrointestinal diseases inability swallow formulate product previous significant bowel resection would preclude adequate absorption azdthree thousand five hundred fourteen
11918,1,albuminbound paclitaxel albuminbound paclitaxel,non smal cel lunch cant diagnos paty receiv pri system therapy metast nsclc non small cell lunch cancer diagnosis patient receive prior systemic therapies metastatic nsclc
11919,1,docetaxel docetaxel,symptom brain metastas clin diagnos leptom metastas symptomatic brain metastases clinically diagnose leptomeningeal metastases
11920,0,alvocidib alvocidib,unspec adult solid tum protocol spec diagnos cns metastas unspecified adult solid tumor protocol specific diagnosis cns metastases
11921,1,fluorouracil fluorouracil,adv gastrointestin cant diagnos hist cardiac diseas advance gastrointestinal cancer diagnosis history cardiac disease
11922,0,antibody antibodies,refract smal lymphocys lymphom diagnos lif expect must gre sixty day refractory small lymphocytic lymphoma diagnosis life expectancy must greater sixty days
11923,0,mycophenol mofetil mycophenolate mofetil,recur child grad ii lymphomatoid granulomatos diagnos pbmc permit hsc_source protocol recurrent childhood grade iii lymphomatoid granulomatosis diagnosis pbmc permit hsc_source protocol
11924,1,rex rexing,sarcom diagnos fertil paty unless agr us barry contraceiv condom spermicid jel vect infus period six week infus sarcoma diagnosis fertile patients unless agree use barrier contraception condoms spermicide jelly vector infusion period six weeks infusion
11925,1,sirolim sirolimus,neuroendocrin tum diagnos pri tre cytotox chemotherapy rady immunotherapy investig drug within prec four week neuroendocrine tumor diagnosis prior treatment cytotoxic chemotherapy radiation immunotherapy investigational drug within precede four weeks
11926,1,sunitinib sunitinib,refract multipl myelom diagnos maj surgery less_than four week pri study entry refractory multiple myeloma diagnosis major surgery less_than four weeks prior study entry
11927,0,tac therapy tace therapy,paty diagnos hepatocellul carcinom patients diagnosis hepatocellular carcinoma
11928,0,cyclosporin cyclosporine,lymphom diagnos ren funct lymphoma diagnosis renal function
11929,0,prednisolon acet prednisolone acetate,multipl myelom plasm cel neoplasm diagnos develop gvhd pri don lymphocyt infus multiple myeloma plasma cell neoplasm diagnosis development gvhd prior donor lymphocyte infusion
11930,0,dacarbazin dacarbazine,unspec adult solid tum protocol spec diagnos periph neuropathy greater_than grad on unspecified adult solid tumor protocol specific diagnosis peripheral neuropathy greater_than grade one
11931,1,levoleucovorin levoleucovorin,stag iiib gallblad cant diagnos act uncontrol blee stage iiib gallbladder cancer diagnosis active uncontrolled bleed
11932,1,pomalidomid pomalidomide,cant tre cur int greater_than fiv year study enrol without evid recur allow cancer treat curative intent greater_than five years study enrollment without evidence recurrence allow
11933,0,resist exerc program resistance exercise program,prost cant prostate cancer
11934,0,methotrex methotrexate,recur refract child hodgkin lymphom diagnos don poor periph ven access may requir cent ven lin plac stem cel apheres recurrent refractory childhood hodgkin lymphoma diagnosis donors poor peripheral venous access may require central venous line placement stem cell apheresis
11935,1,denileukin diftitox denileukin diftitox,recur non smal cel lung cant diagnos paty clin sign autoimmun diseas uncontrol tre recurrent non small cell lung cancer diagnosis patients clinically significant autoimmune disease uncontrolled treatment
11936,1,sunitinib sunitinib,cily body choroid melanom smal siz diagnos cur evid hematemes melen gross hematur ciliary body choroid melanoma small size diagnosis current evidence hematemesis melena gross hematuria
11937,1,questionnair admin questionnaire administration,recur mantl cel lymphom diagnos detail assess hepatit c med hist risk fact must don screening paty hepatit surfac antig hbsag hepatit vir hcv ribonuc acid rna polymeras chain react pcr test requir screening paty posit med hist bas risk fact confirm pri hepatit vir hbv infect recurrent mantle cell lymphoma diagnosis detail assessment hepatitis c medical history risk factor must do screen patients hepatitis surface antigen hbsag hepatitis virus hcv ribonucleic acid rna polymerase chain reaction pcr test require screen patients positive medical history base risk factor confirmation prior hepatitis virus hbv infection
11938,1,pixantron pixantrone,metast cant diagnos known hum immunodeficy vir metastatic cancer diagnosis know human immunodeficiency virus
11939,1,romidepsin romidepsin,recur ren cel carcinom diagnos not recurrent renal cell carcinoma diagnosis note
11940,0,lab biomark analys laboratory biomarker analysis,stag ib fallop tub cant diagnos group b stage ib fallopian tube cancer diagnosis group b
11941,1,dexamethason dexamethasone,new diagnos multipl myelom diagnos uncontrol hypertend uncontrol diabet within fourteen day pri first dos study drug newly diagnose multiple myeloma diagnosis uncontrolled hypertension uncontrolled diabetes within fourteen days prior first dose study drug
11942,0,cyclophosphamid cyclophosphamide,testicul lymphom diagnos ser glutam oxaloacet transaminas sgot less_than two tim norm clear ccf phys testicular lymphoma diagnosis serum glutamic oxaloacetic transaminase sgot less_than two time normal clearance ccf physician
11943,1,ixazomib ixazomib,lymphom diagnos john wort within fourteen day first dos ixazomib lymphoma diagnosis john wort within fourteen days first dose ixazomib
11944,1,bevacizumab bevacizumab,metast melanom diagnos tax bas chemotherapy regim includ paclitaxel docetaxel cabazitaxel nab paclitaxel metastatic melanoma diagnosis taxane base chemotherapy regimens include paclitaxel docetaxel cabazitaxel nab paclitaxel
11945,0,interferonalph interferonalpha,kidney cant diagnos least three week sint pri maj surgery requir gen anesthes kidney cancer diagnosis least three weeks since prior major surgery require general anesthesia
11946,1,lab biomark analys laboratory biomarker analysis,refract mantl cel lymphom diagnos requir anticoag warfarin equ vitamin antagon phenprocoumon refractory mantle cell lymphoma diagnosis require anticoagulation warfarin equivalent vitamin antagonists phenprocoumon
11947,0,paclitaxel paclitaxel,head neck cant diagnos pregn nurs fertil paty must us effect contraceiv head neck cancer diagnosis pregnant nurse fertile patients must use effective contraception
11948,0,niacinamid niacinamide,non squam cel lung cant diagnos paty receiv ant coag tre ag warfarin heparin may allow particip non squamous cell lung cancer diagnosis patients receive anti coagulation treatment agent warfarin heparin may allow participate
11949,1,sunitinib sunitinib,stag ii ov epithel cant diagnos low molecul weight heparin permit provid paty intern norm ratio inr equal_than less_than doc inr must don within sev day pri reg stage iiic ovarian epithelial cancer diagnosis low molecular weight heparin permit provide patient international normalize ratio inr equal_than less_than doc inr must do within seven days prior registration
11950,1,fludarabin phosph fludarabine phosphate,stag iv child anaplast larg cel lymphom diagnos poor control hypertend stage iv childhood anaplastic large cell lymphoma diagnosis poorly control hypertension
11951,0,everolim everolimus,mantl cel lymphom diagnos org funct criter mantle cell lymphoma diagnosis organ function criteria
11952,0,cediranib cediranib,recur fallop tub carcinom diagnos paty may prevy receiv parp inhibit recurrent fallopian tube carcinoma diagnosis patients may previously receive parp inhibitor
11953,0,afp464 afp464,recur ren cel cant diagnos paty receiv subcut low molecul weight heparin recurrent renal cell cancer diagnosis patients receive subcutaneous low molecular weight heparin
11954,0,pharmacodynam study pharmacodynamic study,recur grad on follicul lymphom diagnos paty malabsorb condit opin princip investig could caus difficul absorb drug recurrent grade one follicular lymphoma diagnosis patients malabsorption condition opinion principal investigator could cause difficulty absorption drug
11955,0,erlotinib hydrochlorid erlotinib hydrochloride,stag iv squam cel carcinom lip or cav diagnos sev day sint pri cypthreeafo inhibit stage iv squamous cell carcinoma lip oral cavity diagnosis seven days since prior cypthreeafour inhibitors
11956,1,tacrolim tacrolimus,stag iv child larg cel lymphom diagnos don stage iv childhood large cell lymphoma diagnosis donor
11957,0,albuminbound paclitaxel albuminbound paclitaxel,cant esophag gastroesoph junct stomach diagnos contraceiv must continu on mon follow discontinu study drug cancer esophagus gastroesophageal junction stomach diagnosis contraception must continue one month follow discontinuation study drug
11958,1,listerin listerine,prost neoplasm diagnos sery infect less eq two week first dos study drug prostatic neoplasms diagnosis serious infection less equal two weeks first dose study drug
11959,1,albuminbound paclitaxel albuminbound paclitaxel,recur fallop tub carcinom diagnos hist sery ventricul arrhythm ventricul tachycard ventricul fibril cardiac arrhythmia requir ant arrhythm med exceiv at fibril wel control antiarrhythm med recurrent fallopian tube carcinoma diagnosis history serious ventricular arrhythmia ventricular tachycardia ventricular fibrillation cardiac arrhythmias require anti arrhythmic medications except atrial fibrillation well control antiarrhythmic medication
11960,0,immunoglobulin immunoglobulins,mantl cel lymphom diagnos per world heal org criter mantle cell lymphoma diagnosis per world health organization criteria
